Orð;Mark;Lemma;Leiðrétt mark;Leiðrétt lemma
kem;sfg1en;koma;;
sjaldan;aa;sjaldan;;
til;ae;til;;
kirkju;nvee;kirkja;;
að;cn;að;;
heyra;sng;heyra;;
kenningar;nvfo;kenning;;
lærðra;lkfesf;lærður;;
manna;nkfe;maður;;
því;fpheþ;það;;
að;c;að;;
eg;fp1en;eg;;
á;sfg1en;eiga;;
langt;aa;langt;;
að;cn;að;;
fara;sng;fara;;
en;c;en;;
fámennt;lhensf;fámennur;;
heima;aa;heima;;
.;punct;.;;
Nú;aa;nú;;
kemur;sfg3en;koma;;
mér;fp1eþ;ég;;
þá;aa;þá;;
heldur;aam;gjarna;;
í;aþ;í;;
hug;nkeþ;hugur;;
er;c;er;;
eg;fp1en;eg;;
sé;sfg1en;sjá;;
líkneski;nhen;líkneski;;
Þórs;nkee-s;Þór;;
af;aþ;af;;
tré;nheþ;tré;;
gert;ssg;gera;;
,;punct;,;;
það;fphen;það;;
er;sfg3en;vera;;
eg;fp1en;eg;;
má;sfg1en;mega;;
brjóta;sng;brjóta;;
og;c;og;;
brenna;sng;brenna;;
þegar;c;þegar;;
eg;fp1en;eg;;
vil;sfg1en;vilja;;
,;punct;,;;
hversu;aa;hversu;;
miklu;lheþsf;mikill;;
sá;faken;sá;;
er;ct;er;;
meiri;lkenvm;mikill;;
er;sfg3en;vera;;
skapað;sþghen;skapa;;
hefir;sfg3en;hafa;;
himin;nkeo;himinn;;
og;c;og;;
jörð;nveo;jörð;;
og;c;og;;
alla;fokfo;allur;;
hluti;nkfo;hlutur;;
sýnilega;aa;sýnilega;;
og;c;og;;
ósýnilega;lkfosf;ósýnilegur;;
og;c;og;;
öllum;fokfþ;allur;;
hlutum;nkfþ;hlutur;;
gefur;sfg3en;gefa;;
líf;nheo;líf;;
og;c;og;;
engi;foken;engi;;
maður;nken;maður;;
má;sfg3en;mega;;
yfir;ao;yfir;;
stíga;nkfo;stígur;;
.;punct;.;;
»;punct;»;;
Þórdís;nven-s;Þórdís;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Vera;sng;vera;;
má;sfg3en;mega;;
að;c;að;;
þú;fp2en;þú;;
hugsir;svg2en;hugsa;;
slíkt;fbheo;slíkur;;
en;c;en;;
nakkvað;fpheo;nakkvað;;
ætla;sfg1en;ætla;;
eg;fp1en;eg;;
að;c;að;;
vér;fp1fn;vér;;
mundum;svg1fþ;munu;;
nú;aa;nú;;
nauðga;sng;nauðga;;
þér;fp2eþ;þú;;
meir;aam;mjög;;
til;ae;til;;
sagna;nvfe;sögn;;
ef;c;ef;;
Þorkell;nken-s;Þorkell;;
væri;svg3eþ;vera;;
eigi;aa;eigi;;
hér;aa;hér;;
með;ao;með;;
sitt;feheo;sinn;;
fjölmenni;nheo;fjölmenni;;
því;fpheþ;það;;
að;c;að;;
svo;aa;svo;;
segir;sfg3en;segja;;
mér;fp1eþ;ég;;
hugur;nken;hugur;;
að;c;að;;
þú;fp2en;þú;;
vitir;svg2en;vita;;
nakkvað;fpheo;nakkvað;;
til;aa;til;;
hvar;aa;hvar;;
Þormóður;nken-s;Þormóður;;
er;sfg3en;vera;;
.;punct;.;;
»;punct;»;;
Gríma;nven;gríma;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Nú;aa;nú;;
kemur;sfg3en;koma;;
að;aþ;að;;
því;faheþ;sá;;
sem;ct;sem;;
mælt;sþghen;mæla;;
er;sfg3en;vera;;
,;punct;,;;
oft;aa;oft;;
verður;sfg3en;verða;;
villur;lkensf;villur;;
er;sfg3en;vera;;
geta;sng;geta;;
skal;sfg3en;skulu;;
,;punct;,;;
og;c;og;;
hitt;faheo;hinn;;
annars;aa;annars;;
,;punct;,;;
að;c;að;;
hverjum;fokeþ;hver;;
bergur;nken-s;Bergur;;
nakkvað;fohen;nakkver;;
er;sfg3en;vera;;
eigi;aa;eigi;;
er;sfg3en;vera;;
feigur;lkensf;feigur;;
.;punct;.;;
En;c;en;;
þér;fp2eþ;þú;;
er;sfg3en;vera;;
nauðsyn;nven;nauðsyn;;
,;punct;,;;
það;fphen;það;;
er;sfg3en;vera;;
heilög;lvensf;heilagur;;
gæsla;nven;gæsla;;
er;sfg3en;vera;;
svo;aa;svo;;
yfir;aþ;yfir;;
þér;fp2eþ;þú;;
að;c;að;;
fjandinn;nkeng;fjandi;;
á;sfg3en;eiga;;
ekki;aa;ekki;;
þig;fp2eo;þú;;
svo;aa;svo;;
heimila;sng;heimila;;
til;ae;til;;
illra;lkfesf;illur;;
hluta;nkfe;hlutur;;
sem;ct;sem;;
þú;fp2en;þú;;
vildir;svg2eþ;vilja;;
gert;ssg;gera;;
hafa;sng;hafa;;
,;punct;,;;
því;fpheþ;það;;
að;c;að;;
það;fphen;það;;
er;sfg3en;vera;;
vorkunn;nven;vorkunn;;
að;c;að;;
menn;nkfn;maður;;
geti;svg3fn;geta;;
stundum;aa;stundum;;
annars;aa;annars;;
en;c;en;;
er;sfg3en;vera;;
,;punct;,;;
en;c;en;;
það;fphen;það;;
er;sfg3en;vera;;
engi;foven;engi;;
vorkunn;nven;vorkunn;;
að;c;að;;
hann;fpken;hann;;
trúi;svg3en;trúa;;
eigi;aa;eigi;;
því;fpheþ;það;;
er;sfg3en;vera;;
satt;lhensf;sannur;;
er;sfg3en;vera;;
þá;aa;þá;;
er;sfg3en;vera;;
hann;fpken;hann;;
reynir;sfg3en;reyna;;
sannleikinn;nkeog;sannleikur;;
.;punct;.;;
»;punct;»;;
Nú;aa;nú;;
skilja;sfg3fn;skilja;;
þau;fphfn;það;;
að;aþ;að;;
svo;aa;svo;;
mæltu;lheþsf;mæltur;;
.;punct;.;;
Fer;sfg3en;fara;;
Þorkell;nken-s;Þorkell;;
heim;aa;heim;;
í;ao;í;;
Brattahlíð;nveo-s;Brattahlíð;;
.;punct;.;;
Þórdís;nven-s;Þórdís;;
fer;sfg3en;fara;;
og;c;og;;
heim;aa;heim;;
.;punct;.;;
Þeir;fpkfn;hann;;
Skúfur;nken-s;Skúfur;;
og;c;og;;
Bjarni;nken-s;Bjarni;;
koma;sfg3fn;koma;;
á;ao;á;;
laun;nhfo;laun;;
til;ae;til;;
fundar;nkee;fundur;;
við;ao;við;;
þau;fphfo;það;;
Gamla;nkee-s;Gamli;;
og;c;og;;
Grímu;nvee-s;Gríma;;
,;punct;,;;
færa;sng;færa;;
þeim;fpkfþ;hann;;
þá;fakfo;sá;;
hluti;nkfo;hlutur;;
er;sfg3en;vera;;
þeim;fpkfþ;hann;;
bar;sfg3eþ;bera;;
nauðsyn;nven;nauðsyn;;
til;aa;til;;
og;c;og;;
launa;sng;launa;;
þeim;fphfþ;það;;
mörgu;lkfþvf;margur;;
þann;fakeo;sá;;
kostnað;nkeo;kostnaður;;
er;ct;er;;
þau;fphfn;það;;
höfðu;sfg3fþ;hafa;;
fyrir;aþ;fyrir;;
Þormóði;nkeþ-s;Þormóður;;
.;punct;.;;
Þá;aa;þá;;
er;c;er;;
Þormóður;nken-s;Þormóður;;
var;sfg3eþ;vera;;
orðinn;sþgken;verða;;
heill;lkensf;heill;;
maður;nken;maður;;
þess;fahee;sá;;
er;ct;er;;
Falgeir;nken-s;Falgeir;;
hafði;sfg3eþ;hafa;;
á;aþ;á;;
honum;fpkeþ;hann;;
unnið;ssg;vinna;;
þá;aa;þá;;
fluttu;sfg3fþ;flytja;;
þeir;fpkfn;hann;;
Skúfur;nken-s;Skúfur;;
og;c;og;;
Bjarni;nken-s;Bjarni;;
Þormóð;nkeo-s;Þormóður;;
heim;aa;heim;;
á;ao;á;;
Stokkanes;nheo-s;Stokkanes;;
og;c;og;;
varðveittu;sfg3fþ;varðveita;;
hann;fpkeo;hann;;
þar;aa;þar;;
á;ao;á;;
laun;nhfo;laun;;
í;aþ;í;;
einu;lheþsf;einn;;
búri;nheþ;búr;;
.;punct;.;;
Þar;aa;þar;;
var;sfg3eþ;vera;;
Þormóður;nken-s;Þormóður;;
hinn;gkeo;hinn;;
þriðja;lkeovf;þriðji;;
vetur;nkeo;vetur;;
.;punct;.;;
Þann;fakeo;sá;;
vetur;nkeo;vetur;;
seldu;sfg3fþ;selja;;
þeir;fpkfn;hann;;
Skúfur;nken-s;Skúfur;;
og;c;og;;
Bjarni;nken-s;Bjarni;;
bæinn;nkeog;bær;;
á;aþ;á;;
Stokkanesi;nheþ-s;Stokkanes;;
og;c;og;;
aðrar;fovfo;annar;;
jarðir;nvfo;jörð;;
þær;favfo;sá;;
sem;ct;sem;;
þeir;fpkfn;hann;;
áttu;sfg3fþ;eiga;;
og;c;og;;
svo;aa;svo;;
kvikfé;nheo;kvikfé;;
og;c;og;;
ætluðu;sfg3fþ;ætla;;
að;cn;að;;
ráðast;snm;ráða;;
í;aa;í;;
brott;aa;brott;;
af;aþ;af;;
Grænlandi;nheþ-s;Grænland;;
.;punct;.;;
Snemmendis;aa;snemmendis;;
um;ao;um;;
vorið;nheog;vor;;
bjuggu;sfg3fþ;búa;;
þeir;fpkfn;hann;;
skip;nheo;skip;;
sitt;feheo;sinn;;
og;c;og;;
settu;sfg3fþ;setja;;
fram;aa;fram;;
.;punct;.;;
Þá;aa;þá;;
fýstist;sfm3eþ;fýsa;;
Þormóður;nken-s;Þormóður;;
úr;aþ;úr;;
útibúrinu;nheþg;útibúr;;
.;punct;.;;
Hann;fpken;hann;;
sagðist;sfm3eþ;segja;;
eiga;sng;eiga;;
erindi;nheo;erindi;;
norður;aa;norður;;
í;ao;í;;
fjörðinn;nkeog;fjörður;;
.;punct;.;;
Hann;fpken;hann;;
fær;sfg3en;fá;;
sér;fpkeþ;sig;;
þá;aa;þá;;
einn;tfkeo;einn;;
bát;nkeo;bátur;;
.;punct;.;;
Fífl-Egill;nken-s;Fífl-Egill;;
réðst;sfm3eþ;ráða;;
til;ae;til;;
ferðar;nvee;ferð;;
með;aþ;með;;
honum;fpkeþ;hann;;
.;punct;.;;
Sest;sfm3en;setja;;
Egill;nken-s;Egill;;
til;ae;til;;
ára;nhfe;ár;;
en;c;en;;
Þormóður;nken-s;Þormóður;;
stýrir;sfg3en;stýra;;
.;punct;.;;
Egill;nken-s;Egill;;
var;sfg3eþ;vera;;
góður;lkensf;góður;;
ræði;nheþ;ræði;;
og;c;og;;
vel;aa;vel;;
syndur;lkensf;syndur;;
.;punct;.;;
Veður;nhen;veður;;
var;sfg3eþ;vera;;
bjart;lhensf;bjartur;;
og;c;og;;
gott;lhensf;góður;;
,;punct;,;;
sólskin;nhen;sólskin;;
og;c;og;;
vindur;nken;vindur;;
lítill;lkensf;lítill;;
.;punct;.;;
Þeir;fpkfn;hann;;
fara;sfg3fn;fara;;
inn;aa;inn;;
eftir;aþ;eftir;;
Einarsfirði;nkeþ-s;Einarsfjörður;;
.;punct;.;;
Og;c;og;;
er;c;er;;
þeir;fpkfn;hann;;
voru;sfg3fþ;vera;;
komnir;sþgkfn;koma;;
inn;aa;inn;;
í;ao;í;;
fjörðinn;nkeog;fjörður;;
þá;aa;þá;;
ókyrrist;sfm3en;ókyrrast;;
Þormóður;nken-s;Þormóður;;
mjög;aa;mjög;;
og;c;og;;
róast;sfm3en;róa;;
um;aa;um;;
og;c;og;;
hallar;sfg3en;halla;;
skipinu;nheþg;skip;;
ýmsa;fokfo;ýmis;;
vega;nkfo;vegi;;
.;punct;.;;
Egill;nken-s;Egill;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Hví;aa;hví;;
lætur;sfg2en;láta;;
þú;fp2en;þú;;
svo;aa;svo;;
heimsklega;aa;heimsklega;;
og;c;og;;
ferð;nveo;ferð;;
sem;ct;sem;;
ærir;sfg3en;æra;;
menn;nkfo;maður;;
eða;c;eða;;
hvort;c;hvort;;
vilt;sfg2en;vilja;;
þú;fp2en;þú;;
hvelfa;sng;hvelfa;;
undir;aþ;undir;;
okkur;fp1fþ;ég;;
skipinu;nheþg;skip;;
?;punct;?;;
»;punct;»;;
Þormóður;nken-s;Þormóður;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Óvært;lhensf;óvær;;
er;sfg3en;vera;;
mér;fp1eþ;ég;;
.;punct;.;;
»;punct;»;;
Egill;nken-s;Egill;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Eigi;aa;eigi;;
má;sfg1en;mega;;
eg;fp1en;eg;;
róa;sng;róa;;
fyrir;aþ;fyrir;;
látum;nhfþ;læti;;
þínum;fehfþ;þinn;;
og;c;og;;
er;sfg3en;vera;;
nauðsyn;nven;nauðsyn;;
á;aþ;á;;
að;c;að;;
þú;fp2en;þú;;
látir;svg2en;láta;;
eigi;aa;eigi;;
svo;aa;svo;;
ferlega;aa;ferlega;;
að;c;að;;
þú;fp2en;þú;;
hafir;svg2en;hafa;;
okkur;fp1fþ;ég;;
á;aþ;á;;
kafi;nheþ;kaf;;
.;punct;.;;
»;punct;»;;
En;c;en;;
hvað;fshen;hver;;
sem;ct;sem;;
Egill;nken-s;Egill;;
ræðir;sfg3en;ræða;;
um;ao;um;;
þetta;faheo;þessi;;
þá;aa;þá;;
lýkur;sfg3en;ljúka;;
svo;aa;svo;;
að;c;að;;
Þormóður;nken-s;Þormóður;;
hvelfir;sfg3en;hvelfa;;
bátinum;nkeþg;bátur;;
undir;aþ;undir;;
þeim;fpkfþ;hann;;
.;punct;.;;
Kafar;sfg3en;kafa;;
Þormóður;nken-s;Þormóður;;
undan;aþ;undan;;
skipinu;nheþg;skip;;
og;c;og;;
þegar;aa;þegar;;
eftir;aa;eftir;;
tekur;sfg3en;taka;;
hann;fpken;hann;;
annað;foheo;annar;;
kaf;nheo;kaf;;
að;aþ;að;;
öðru;foheþ;annar;;
til;ae;til;;
þess;fphee;það;;
er;sfg3en;vera;;
hann;fpken;hann;;
kemur;sfg3en;koma;;
á;ao;á;;
land;nheo;land;;
.;punct;.;;
Hann;fpken;hann;;
hefir;sfg3en;hafa;;
öxi;nveo;öxi;;
sína;feveo;sinn;;
með;aþ;með;;
sér;fpveþ;sig;;
.;punct;.;;
Egill;nken-s;Egill;;
kemur;sfg3en;koma;;
upp;aa;upp;;
hjá;aþ;hjá;;
skipinu;nheþg;skip;;
og;c;og;;
kemst;sfm3en;koma;;
á;ao;á;;
kjöl;nkeo;kjölur;;
,;punct;,;;
tekur;sfg3en;taka;;
þar;aa;þar;;
hvíld;nveo;hvíld;;
og;c;og;;
litast;snm;lita;;
um;aa;um;;
og;c;og;;
hyggur;sfg3en;hyggja;;
að;c;að;;
ef;c;ef;;
hann;fpken;hann;;
sjái;svg3en;sjá;;
Þormóð;nkeo-s;Þormóður;;
nokkuð;foheo;nokkur;;
og;c;og;;
fær;sfg3en;fá;;
eigi;aa;eigi;;
séð;ssg;sjá;;
hann;fpkeo;hann;;
.;punct;.;;
Réttir;sfg3en;rétta;;
Egill;nken-s;Egill;;
þá;aa;þá;;
bátinn;nkeog;bátur;;
og;c;og;;
eftir;ao;eftir;;
það;fpheo;það;;
sest;sfm3en;setja;;
hann;fpken;hann;;
til;ae;til;;
ára;nhfe;ár;;
og;c;og;;
rær;sfg3en;róa;;
út;aa;út;;
eftir;aþ;eftir;;
firði;nkeþ;fjörður;;
og;c;og;;
þar;aa;þar;;
til;aa;til;;
er;sfg3en;vera;;
hann;fpken;hann;;
kemur;sfg3en;koma;;
heim;aa;heim;;
á;ao;á;;
Stokkanes;nheo-s;Stokkanes;;
,;punct;,;;
segir;sfg3en;segja;;
þeim;fpkfþ;hann;;
Skúfi;nkeþ-s;Skúfur;;
og;c;og;;
Bjarna;nkeþ-s;Bjarni;;
hið;ghen;hinn;;
sanna;lhenvf;sannur;;
frá;aþ;frá;;
sínum;fevfþ;sinn;;
ferðum;nvfþ;ferð;;
,;punct;,;;
lét;sfg3eþ;láta;;
það;fpheo;það;;
fylgja;sng;fylgja;;
sögunni;nveþg;saga;;
að;c;að;;
hann;fpken;hann;;
hugði;sfg3eþ;hyggja;;
Þormóð;nkeo-s;Þormóður;;
dauðan;lkeosf;dauður;;
mundu;sng--þ;mundu;;
vera;sng;vera;;
.;punct;.;;
Þeim;fpkfþ;hann;;
sýndist;sfm3eþ;sýna;;
sjá;sng;sjá;;
atburður;nken;atburður;;
undarlegur;lkensf;undarlegur;;
og;c;og;;
þykjast;snm;þykja;;
eigi;aa;eigi;;
svo;aa;svo;;
búið;ssg;búa;;
mega;sng;mega;;
hafa;sng;hafa;;
að;aa;að;;
en;c;en;;
renna;sng;renna;;
nokkuð;foheo;nokkur;;
grunum;sfg1fn;gruna;;
á;aa;á;;
hvort;c;hvort;;
Þormóður;nken-s;Þormóður;;
mun;sfg3en;munu;;
týndur;lkensf;týndur;;
vera;sng;vera;;
.;punct;.;;
Nú;aa;nú;;
er;sfg3en;vera;;
að;cn;að;;
segja;sng;segja;;
frá;aþ;frá;;
Þormóði;nkeþ-s;Þormóður;;
hvað;fsheo;hver;;
hann;fpken;hann;;
hafðist;sfm3eþ;hafa;;
að;c;að;;
þá;aa;þá;;
er;sfg3en;vera;;
hann;fpken;hann;;
kom;sfg3eþ;koma;;
á;ao;á;;
land;nheo;land;;
.;punct;.;;
Hann;fpken;hann;;
vatt;sfg3eþ;vinda;;
fyrst;aae;snemmt;;
klæði;nhfo;klæði;;
sín;fehfo;sinn;;
og;c;og;;
eftir;ao;eftir;;
það;fpheo;það;;
tók;sfg3eþ;taka;;
hann;fpken;hann;;
á;ao;á;;
sig;fpkeo;sig;;
göngu;nveo;ganga;;
og;c;og;;
fór;sfg3eþ;fara;;
til;ae;til;;
þess;fphee;það;;
er;c;er;;
hann;fpken;hann;;
kom;sfg3eþ;koma;;
á;ao;á;;
Hamar;nkeo-s;Hamar;;
til;ae;til;;
Sigríðar;nvee-s;Sigríður;;
.;punct;.;;
Það;fphen;það;;
var;sfg3eþ;vera;;
síð;ae;síð;;
dags;nkee;dagur;;
.;punct;.;;
Hann;fpken;hann;;
barði;sfg3eþ;berja;;
þar;aa;þar;;
á;ao;á;;
dyr;nvfo;dyr;;
og;c;og;;
gengur;sfg3en;ganga;;
út;aa;út;;
kona;nven;kona;;
ein;lvensf;einn;;
og;c;og;;
heilsar;sfg3en;heilsa;;
honum;fpkeþ;hann;;
og;c;og;;
snýr;sfg3en;snúa;;
inn;aa;inn;;
aftur;aa;aftur;;
og;c;og;;
gengur;sfg3en;ganga;;
til;ae;til;;
stofu;nvee;stofa;;
.;punct;.;;
Þormóður;nken-s;Þormóður;;
gengur;sfg3en;ganga;;
eftir;aþ;eftir;;
henni;fpveþ;hún;;
til;ae;til;;
stofu;nvee;stofa;;
og;c;og;;
sest;ssm;setja;;
utarlega;aa;utarlega;;
á;ao;á;;
óæðra;lheovm;óæðri;;
bekk;nkeþ;bekkur;;
.;punct;.;;
Sigríður;nven-s;Sigríður;;
tók;sfg3eþ;taka;;
til;ae;til;;
orða;nhfe;orð;;
og;c;og;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Hver;fsken;hver;;
kom;sfg3eþ;koma;;
þar;aa;þar;;
?;punct;?;;
»;punct;»;;
Hann;fpken;hann;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Ósvífur;nken-s;Ósvífur;;
heiti;sfg1en;heita;;
eg;fp1en;eg;;
.;punct;.;;
»;punct;»;;
Sigríður;nven-s;Sigríður;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Svo;aa;svo;;
er;sfg3en;vera;;
hver;foken;hver;;
sem;ct;sem;;
heitir;sfg3en;heita;;
.;punct;.;;
Vill;sfg3en;vilja;;
Ósvífur;nken-s;Ósvífur;;
vera;sng;vera;;
hér;aa;hér;;
í;ao;í;;
nótt;nveo;nótt;;
?;punct;?;;
»;punct;»;;
Hann;fpken;hann;;
svarar;sfg3en;svara;;
,;punct;,;;
kveðst;sfm3en;kveða;;
það;fpheo;það;;
vilja;sng;vilja;;
.;punct;.;;
Um;ao;um;;
myrgininn;nkeog;myrginur;;
kom;sfg3eþ;koma;;
Sigríður;nven-s;Sigríður;;
að;aþ;að;;
máli;nheþ;mál;;
við;ao;við;;
hann;fpkeo;hann;;
og;c;og;;
spurði;sfg3eþ;spyrja;;
hvern;fokeo;hver;;
veg;nkeo;vegur;;
af;aþ;af;;
stæðist;svm3eþ;standa;;
um;ao;um;;
ferðir;nvfo;ferð;;
hans;fpkee;hann;;
.;punct;.;;
Þormóður;nken-s;Þormóður;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Satt;lhensf;sannur;;
var;sfg3eþ;vera;;
það;fphen;það;;
að;c;að;;
eg;fp1en;eg;;
nefndist;sfm1eþ;nefna;;
Ósvífur;nken-s;Ósvífur;;
í;aa;í;;
gær;aa;gær;;
.;punct;.;;
»;punct;»;;
Hún;fpven;hún;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Kenna;nhfe;kenni;;
þóttist;sfm1eþ;þykja;;
eg;fp1en;eg;;
þig;fp2eo;þú;;
þó;aa;þó;;
að;c;að;;
eg;fp1en;eg;;
hefði;svg1eþ;hafa;;
ekki;aa;ekki;;
fyrri;aam;fyrri;;
séð;ssg;sjá;;
þig;fp2eo;þú;;
að;c;að;;
þú;fp2en;þú;;
ert;sfg2en;vera;;
Þormóður;nken-s;Þormóður;;
Kolbrúnarskáld;nhen-s;Kolbrúnarskáld;;
.;punct;.;;
»;punct;»;;
Hann;fpken;hann;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Eigi;aa;eigi;;
gerir;sfg3en;gera;;
að;cn;að;;
dylja;sng;dylja;;
því;fpheþ;það;;
að;c;að;;
rétt;aa;rétt;;
kenndan;lkeosf;kenndur;;
hefir;sfg2en;hafa;;
þú;fp2en;þú;;
manninn;nkeog;maður;;
.;punct;.;;
En;c;en;;
eg;fp1en;eg;;
ætla;sfg1en;ætla;;
að;cn;að;;
fara;sng;fara;;
á;ao;á;;
Langanes;nheo-s;Langanes;;
til;ae;til;;
Þórunnar;nvee-s;Þórunn;;
Einarsdóttur;nvee-s;Einarsdóttir;;
og;c;og;;
hitta;sng;hitta;;
Ljót;nkeo-s;Ljótur;;
son;nkeo;sonur;;
hennar;fpvee;hún;;
.;punct;.;;
Þau;fphfn;það;;
hafa;sfg3fn;hafa;;
oft;aa;oft;;
ljótlega;aa;ljótlega;;
til;ae;til;;
mín;fp1ee;ég;;
lagt;sþghen;leggja;;
.;punct;.;;
»;punct;»;;
Sigríður;nven-s;Sigríður;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Þá;aa;þá;;
skal;sfg3en;skulu;;
Sigurður;nken-s;Sigurður;;
son;nkeo;sonur;;
minn;fekeo;minn;;
fylgja;sng;fylgja;;
þér;fp2eþ;þú;;
.;punct;.;;
Lengi;aa;lengi;;
hafa;sfg3fn;hafa;;
þau;fphfn;það;;
Ljótur;nken-s;Ljótur;;
og;c;og;;
Þórunn;nven-s;Þórunn;;
þung;lhfosf;þungur;;
verið;ssg;vera;;
til;ae;til;;
vor;fekfe;vor;;
.;punct;.;;
»;punct;»;;
Þormóður;nken-s;Þormóður;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Óráðlegt;lhensf;óráðlegur;;
sýnist;sfm3en;sýna;;
mér;fp1eþ;ég;;
að;c;að;;
Sigurður;nken-s;Sigurður;;
fari;svg3en;fara;;
með;aþ;með;;
mér;fp1eþ;ég;;
því;fpheþ;það;;
að;c;að;;
þið;fp2fn;þú;;
munuð;sfg2fn;munu;;
eigi;aa;eigi;;
halda;sng;halda;;
mega;sng;mega;;
bústað;nkeo;bústaður;;
ykkrum;fekfþ;ykkrum;;
hér;aa;hér;;
ef;c;ef;;
nokkuð;fohen;nokkur;;
skerst;sfm3en;skera;;
í;aa;í;;
með;aþ;með;;
okkur;fp1fþ;ég;;
Ljóti;nkeþ-s;Ljótur;;
.;punct;.;;
»;punct;»;;
«;punct;«;;
Gjarna;aa;gjarna;;
vil;sfg1en;vilja;;
eg;fp1en;eg;;
láta;sng;láta;;
bústað;nkeo;bústaður;;
til;ae;til;;
þess;fphee;það;;
,;punct;,;;
»;punct;»;;
sagði;sfg3eþ;segja;;
Sigríður;nven-s;Sigríður;;
,;punct;,;;
«;punct;«;;
að;c;að;;
Ljótur;nken-s;Ljótur;;
fengi;svg3eþ;fá;;
nokkura;foveo;nokkur;;
svívirðing;nveo;svívirðing;;
.;punct;.;;
»;punct;»;;
Nú;aa;nú;;
fer;sfg3en;fara;;
Sigurður;nken-s;Sigurður;;
með;aþ;með;;
Þormóði;nkeþ-s;Þormóður;;
á;ao;á;;
Langanes;nheo-s;Langanes;;
til;ae;til;;
Þórunnar;nvee-s;Þórunn;;
.;punct;.;;
Þeir;fpkfn;hann;;
drepa;sfg3fn;drepa;;
þar;aa;þar;;
á;ao;á;;
dyr;nvfo;dyr;;
og;c;og;;
gengur;sfg3en;ganga;;
út;aa;út;;
ein;tfven;einn;;
kona;nven;kona;;
og;c;og;;
heilsar;sfg3en;heilsa;;
þeim;fpvfþ;hún;;
.;punct;.;;
Sigurður;nken-s;Sigurður;;
spurði;sfg3eþ;spyrja;;
hvort;c;hvort;;
Ljótur;nken-s;Ljótur;;
væri;svg3eþ;vera;;
heima;aa;heima;;
.;punct;.;;
Hún;fpven;hún;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Hann;fpken;hann;;
er;sfg3en;vera;;
í;aþ;í;;
stofu;nveþ;stofa;;
.;punct;.;;
»;punct;»;;
Sigurður;nken-s;Sigurður;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Biddu;sbg2en;biðja;;
hann;fpkeo;hann;;
út;aa;út;;
koma;sng;koma;;
.;punct;.;;
»;punct;»;;
Griðkona;nven;griðkona;;
gengur;sfg3en;ganga;;
inn;aa;inn;;
og;c;og;;
mælti;sfg3eþ;mæla;;
Ljótur;nken-s;Ljótur;;
skyldi;svg3eþ;skulu;;
út;aa;út;;
koma;sng;koma;;
.;punct;.;;
Hann;fpken;hann;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Hver;fsken;hver;;
mælti;sfg3eþ;mæla;;
það;fphen;það;;
?;punct;?;;
»;punct;»;;
«;punct;«;;
Sigurður;nken-s;Sigurður;;
af;aþ;af;;
Hamri;nkeþ-s;Hamar;;
,;punct;,;;
»;punct;»;;
segir;sfg3en;segja;;
hún;fpven;hún;;
,;punct;,;;
«;punct;«;;
og;c;og;;
annar;foken;annar;;
maður;nken;maður;;
sá;faken;sá;;
er;ct;er;;
eg;fp1en;eg;;
kenndi;sfg1eþ;kenna;;
eigi;aa;eigi;;
.;punct;.;;
»;punct;»;;
«;punct;«;;
Hvern;fskeo;hver;;
veg;nkeo;vegur;;
var;sfg3eþ;vera;;
sá;faken;sá;;
maður;nken;maður;;
sjónum;nvfþ;sjón;;
er;c;er;;
þú;fp2en;þú;;
kenndir;sfg2eþ;kenna;;
eigi;aa;eigi;;
?;punct;?;;
»;punct;»;;
Hún;fpven;hún;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Svartur;lkensf;svartur;;
maður;nken;maður;;
og;c;og;;
hrokkinhærður;lkensf;hrokkinhærður;;
.;punct;.;;
»;punct;»;;
Ljótur;nken-s;Ljótur;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Líkan;nhen;líkan;;
segir;sfg3en;segja;;
þú;fp2en;þú;;
hann;fpken;hann;;
Þormóði;nkeþ-s;Þormóður;;
sakadólgi;nkeþ;sakadólgur;;
vorum;fekeþ;vor;;
.;punct;.;;
»;punct;»;;
Nú;aa;nú;;
gengur;sfg3en;ganga;;
